지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
온양리175번지일대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 온양리 175,경상북도 울진군 울진읍 온양리 175,37.025328,129.406909,330,100,Y,054-789-6153,,온양지구 1,,,,미적용,,220,17,,,,울진군,054-789-6153,2019-06-30
온양2리마을회관뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 온양리 127-2,경상북도 울진군 울진읍 온양리 127-2,37.027622,129.407676,330,100,Y,054-789-6153,,온양지구 1,,,,미적용,,130,25,,,,울진군,054-789-6153,2019-06-30
모텔아리아,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 울진읍 온양리 127-2,경상북도 울진군 울진읍 온양리 127-2,37.027622,129.407676,990,300,Y,054-789-6153,,온양지구 2,,,,미적용,,320,22,,,,울진군,054-789-6153,2019-06-30
봉평1리마을회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 죽변면 봉평리 292-11,경상북도 울진군 죽변면 봉평리 292-11,37.0342786569,129.413392277,330,100,Y,054-789-6153,,봉평지구2,,,,미적용,,100,13,,,,울진군,054-789-6153,2019-06-30
죽변비취모텔뒷편,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 봉평리 200,경상북도 울진군 죽변면 봉평리 200,37.0374435327,129.41333967,330,100,Y,054-789-6153,,봉평지구2,,,,미적용,,560,13,,,,울진군,054-789-6153,2019-06-30
이안빌라뒷편,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 봉평리 산 76-1,경상북도 울진군 죽변면 봉평리 산 76-1,37.042692,129.412348,330,100,Y,054-789-6153,,봉평지구1,,,,미적용,,170,16,,,,울진군,054-789-6153,2019-06-30
봉평신라비전시관옆,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 봉평리 산 71-3,경상북도 울진군 죽변면 봉평리 산 71-3,37.043939,129.407335,330,100,Y,054-789-6153,,봉평지구1,,,,미적용,,560,17,,,,울진군,054-789-6153,2019-06-30
골마야산밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 봉평리 577,경상북도 울진군 죽변면 봉평리 577,37.0475001601,129.409917,165,50,Y,054-789-6153,,봉평지구1,,,,미적용,,490,16,,,,울진군,054-789-6153,2019-06-30
죽변119안전센터,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 죽변면 후정리 381-6,경상북도 울진군 죽변면 후정리 381-6,37.055117,129.412672,99,30,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,1000,26,,,,울진군,054-789-6153,2019-06-30
용진모텔뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 후정리 294,경상북도 울진군 죽변면 후정리 294,37.0576791232,129.417238,330,100,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,610,16,,,,울진군,054-789-6153,2019-06-30
동도빌라,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 죽변리 418-82,경상북도 울진군 죽변면 죽변리 418-82,37.0599747575,129.418513805,1650,500,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,290,34,,,,울진군,054-789-6153,2019-06-30
죽변면민회관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 죽변면 죽변리 57-14,경상북도 울진군 죽변면 죽변리 57-14,37.0612761239,129.422723205,2772,840,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,380,15,,,,울진군,054-789-6153,2019-06-30
죽변초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 죽변면 죽변리 190,경상북도 울진군 죽변면 죽변리 190,37.063811,129.421781,1485,450,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,490,17,,,,울진군,054-789-6153,2019-06-30
정구장,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 죽변면 죽변리 1,경상북도 울진군 죽변면 죽변리 1,37.0580088229,129.428311318,1485,450,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,680,26,,,,울진군,054-789-6153,2019-06-30
죽변중고등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 죽변면 죽변리 215,경상북도 울진군 죽변면 죽변리 215,37.064579,129.420300,1650,500,Y,054-789-6153,,"죽변1,2지구",,,,미적용,,580,21,,,,울진군,054-789-6153,2019-06-30
부구리582-2일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 부구리 528-2,경상북도 울진군 북면 부구리 528-2,37.101492,129.365639,660,200,Y,054-789-6153,,부구지구2,,,,미적용,,180,25,,,,울진군,054-789-6153,2019-06-30
용궁모텔뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 부구리 278,경상북도 울진군 북면 부구리 278,37.1025884678,129.371983808,330,100,Y,054-789-6153,,부구지구1,,,,미적용,,520,24,,,,울진군,054-789-6153,2019-06-30
한중아파트뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 부구리 319-1,경상북도 울진군 북면 부구리 319-1,37.102504,129.367413,660,200,Y,054-789-6153,,부구지구2,,,,미적용,,420,26,,,,울진군,054-789-6153,2019-06-30
사슴농장앞도로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 경상북도 울진군 북면  중흥부길 35-10,경상북도 울진군 경상북도 울진군 북면  중흥부길 35-10,37.102807,129.357159,330,100,Y,054-789-6153,,부구지구2,,,,미적용,,720,18,,,,울진군,054-789-6153,2019-06-30
마을회관뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 부구리 159-9,경상북도 울진군 북면 부구리 159-9,37.103860,129.372431,165,50,Y,054-789-6153,,부구지구1,,,,미적용,,80,12,,,,울진군,054-789-6153,2019-06-30
북면사무소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울릉군 북면 천부리 529-8,경상북도 울릉군 북면 천부리 529-8,37.5447131,130.8734365,660,200,Y,054-790-6332,,천부지구,,,,미적용,,146,16,,,,울릉군,054-790-6332,2019-06-30
북면사무소,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 북면 부구3길 12,경상북도 울진군 북면 부구3길 12,37.104879,129.373089595,330,100,Y,054-790-6332,,부구지구1,,,,미적용,,200,8,,,,울진군,054-789-6153,2019-06-30
부구교회뒤밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 부구리 159-9,경상북도 울진군 북면 부구리 159-9,37.105830,129.374733,165,50,Y,054-789-6153,,부구지구1,,,,미적용,,330,16,,,,울진군,054-789-6153,2019-06-30
한수원아파트,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 나곡리 178-1,경상북도 울진군 북면 나곡리 178-1,37.109534,129.371770,1650,500,Y,054-789-6153,,나곡지구3,,,,미적용,,610,8,,,,울진군,054-789-6153,2019-06-30
나곡리 50-18 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 북면 나곡리 50-18,경상북도 울진군 경상북도 울진군 북면 나곡리 50-18,37.113595,129.375860,132,40,Y,054-789-6153,,나곡지구3,,,,미적용,,250,15,,,,울진군,054-789-6153,2019-06-30
석호마을아파트,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 울진북로 나곡리 62-1,경상북도 울진군 울진북로 나곡리 62-1,37.114456,129.373484,1089,330,Y,054-789-6153,,나곡지구3,,,,미적용,,230,7,,,,울진군,054-789-6153,2019-06-30
나곡리 129-4 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 북면 나곡리 129-4,경상북도 울진군 경상북도 울진군 북면 나곡리 129-4,37.117121,129.378150,132,40,Y,054-789-6153,,나곡지구3,,,,미적용,,880,21,,,,울진군,054-789-6153,2019-06-30
모텔휠파크앞도로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 북면 나곡리 686-7,경상북도 울진군 북면 나곡리 686-7,37.124414,129.370648,1188,360,Y,054-789-6153,,나곡지구2,,,,미적용,,280,14,,,,울진군,054-789-6153,2019-06-30
나곡리725-2일대밭,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 나곡리 725-2,경상북도 울진군 북면 나곡리 725-2,37.125345,129.369187,660,200,Y,054-789-6153,,나곡지구2,,,,미적용,,390,15,,,,울진군,054-789-6153,2019-06-30
나곡비치모텔,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 나곡리 880,경상북도 울진군 북면 나곡리 880,37.127146,129.370647,165,50,Y,054-789-6153,,나곡지구2,,,,미적용,,60,15,,,,울진군,054-789-6153,2019-06-30
만남의광장앞도로,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 북면 나곡리 719,경상북도 울진군 북면 나곡리 719,37.128572,129.367804,660,200,Y,054-789-6153,,나곡지구2,,,,미적용,,390,16,,,,울진군,054-789-6153,2019-06-30
나곡리1146-3주변,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 북면 나곡리 산14-16,경상북도 울진군 북면 나곡리 산14-16,37.141780,129.361378,330,100,Y,054-789-6153,,나곡지구1,,,,미적용,,410,33,,,,울진군,054-789-6153,2019-06-30
금세골,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 북면 나곡리 1134,경상북도 울진군 북면 나곡리 1134,37.143718,129.359735,330,100,Y,054-789-6153,,나곡지구1,,,,미적용,,170,49,,,,울진군,054-789-6153,2019-06-30
마을공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 월천리 106,강원도 삼척시 원덕읍 월천리 106,37.1564304,129.3555169,660,200,Y,033-570-3887,,월천지구,,,,미적용,,377,41,,,,삼척시,033-570-3887,2019-06-30
빗물펌프장뒤공터,지진해일대피소,지진해일 긴급대피장소,기타,강원도 삼척시 원덕읍 호산리 299-7,강원도 삼척시 원덕읍 호산리 299-7,37.173482,129.342842,660,200,Y,033-570-3887,,호산지구,,,,미적용,,473,18,,,,삼척시,033-570-3887,2019-06-30
호산항뒷산공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 호산리 309,강원도 삼척시 원덕읍 호산리 309,37.174803,129.341531,825,250,Y,033-570-3887,,호산지구,,,,미적용,,350,26,,,,삼척시,033-570-3887,2019-06-30
호산파출소뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 호산리 277,강원도 삼척시 원덕읍 호산리 277,37.174945,129.338454,1072.5,325,Y,033-570-3887,,호산지구,,,,미적용,,300,20,,,,삼척시,033-570-3887,2019-06-30
작진마을진입공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 노곡리 473-1,강원도 삼척시 원덕읍 노곡리 473-1,37.196270,129.337170,660,200,Y,033-570-3887,,작진지구,,,,미적용,,287,30,,,,삼척시,033-570-3887,2019-06-30
노실분교운동장,지진해일대피소,지진해일 긴급대피장소,운동장,강원도 삼척시 원덕읍 노곡리 142-2,강원도 삼척시 원덕읍 노곡리 142-2,37.2022399,129.341632,660,200,Y,033-570-3887,,노실지구,,,,미적용,,326,25,,,,삼척시,033-570-3887,2019-06-30
임원국도옆공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 임원리 165,강원도 삼척시 원덕읍 임원리 165,37.2305472,129.3417538,330,100,Y,033-570-3887,,임원지구,,,,미적용,,435,45,,,,삼척시,033-570-3887,2019-06-30
남화산공원,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 임원리 44,강원도 삼척시 원덕읍 임원리 44,37.231370,129.347406,330,100,Y,033-570-3887,,임원지구,,,,미적용,,835,60,,,,삼척시,033-570-3887,2019-06-30
임원마을회관옆공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 임원리 1208-52,강원도 삼척시 원덕읍 임원리 1208-52,37.2332399798,129.3448605012,495,150,Y,033-570-3887,,임원지구,,,,미적용,,335,35,,,,삼척시,033-570-3887,2019-06-30
돌기해삼배양장,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 갈남리 456-1,강원도 삼척시 원덕읍 갈남리 456-1,37.2657912,129.3235807,330,100,Y,033-570-3887,,신남지구,,,,미적용,,321,21,,,,삼척시,033-570-3887,2019-06-30
어촌민속전시관공원내,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 갈남리 301,강원도 삼척시 원덕읍 갈남리 301,37.2679876,129.3273171,330,100,Y,033-570-3887,,신남지구,,,,미적용,,351,35,,,,삼척시,033-570-3887,2019-06-30
갈남마을회관뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 원덕읍 갈남리 177-2,강원도 삼척시 원덕읍 갈남리 177-2,37.2778206,129.3262889,330,100,Y,033-570-3887,,갈남지구,,,,미적용,,391,30,,,,삼척시,033-570-3887,2019-06-30
갈남전망대,지진해일대피소,지진해일 긴급대피장소,기타,강원도 삼척시 원덕읍 갈남리 104-24,강원도 삼척시 원덕읍 갈남리 104-24,37.2810788,129.322872,330,100,Y,033-570-3887,,갈남지구,,,,미적용,,385,32,,,,삼척시,033-570-3887,2019-06-30
장호중학교뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 근덕면 장호리 201,강원도 삼척시 근덕면 장호리 201,37.2837729,129.311543,660,200,Y,033-570-3887,,장호지구,,,,미적용,,608,30,,,,삼척시,033-570-3887,2019-06-30
장호마을주차장,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 근덕면 장호리 54-2,강원도 삼척시 근덕면 장호리 54-2,37.2850347,129.3187619,495,150,Y,033-570-3887,,장호지구,,,,미적용,,511,25,,,,삼척시,033-570-3887,2019-06-30
장호용화랜드앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 근덕면 장호리 318-1,강원도 삼척시 근덕면 장호리 318-1,37.2874718,129.3083132,660,200,Y,033-570-3887,,용화지구,,,,미적용,,548,39,,,,삼척시,033-570-3887,2019-06-30
성황당옆대로,지진해일대피소,지진해일 긴급대피장소,기타,강원도 삼척시 근덕면 용화리 298-1,강원도 삼척시 근덕면 용화리 298-1,37.288680,129.298198,330,100,Y,033-570-3887,,용화지구,,,,미적용,,615,31,,,,삼척시,033-570-3887,2019-06-30
해망정공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 근덕면 용화리 192-2,강원도 삼척시 근덕면 용화리 192-2,37.288741,129.303243,330,100,Y,033-570-3887,,용화지구,,,,미적용,,175,37,,,,삼척시,033-570-3887,2019-06-30
해상로프웨이,지진해일대피소,지진해일 긴급대피장소,기타,강원도 삼척시 근덕면 용화리 6,강원도 삼척시 근덕면 용화리 6,37.289124,129.308218,660,200,Y,033-570-3887,,용화지구,,,,적용,1등급,150,30,,,,삼척시,033-570-3887,2019-06-30
황영조기념관앞공터,지진해일대피소,지진해일 긴급대피장소,공터,강원도 삼척시 근덕면 초곡리 51,강원도 삼척시 근덕면 초곡리 51,37.3072552,129.294732,660,200,Y,033-570-3887,,초곡지구,,,,미적용,,463,30,,,,삼척시,033-570-3887,2019-06-30
